gene	partner
OR2F2	OR2F2
OR2F2	OR7-1
OR2F3~withdrawn	OR2F3~withdrawn
OR2F4~withdrawn	OR2F4~withdrawn
OR2F5~withdrawn	OR2F5~withdrawn
OR2G1P	OR2G1P
OR2G1P	OST619
OR2G1P	hs6M1-25
OR2G2	OR2G2
OR2G3	OR2G3
OR2G6	OR2G6
OR2H1	OR2H1
OR2H1	OR6-2
OR2H2	OR2H2
OR2H2	hs6M1-12
OR2H3~withdrawn	OR2H3~withdrawn
OR2H4	OR2H4P
OR2H4P	OR2H4
OR2H4P	OR2H4P
OR2H4P	OR6-3
OR2H4P	dJ80I19.6
OR2H4P	hs6M1-7
OR2H5	OR2H5P
OR2H5P	HS271M21
OR2H5P	OR2H5
OR2H5P	OR2H5P
OR2H5P	hs6M1-13
OR2H6~withdrawn	OR2H6~withdrawn
OR2H7~withdrawn	OR2H7~withdrawn
OR2H8~withdrawn	OR2H8~withdrawn
OR2I1P	HS6M1-14
OR2I1P	OR2I1P
OR2I2~withdrawn	OR2I2~withdrawn
OR2I3P~withdrawn	OR2I3P~withdrawn
OR2I4P~withdrawn	OR2I4P~withdrawn
OR2I5P~withdrawn	OR2I5P~withdrawn
OR2I6~withdrawn	OR2I6~withdrawn
OR2I7P~withdrawn	OR2I7P~withdrawn
OR2I8P~withdrawn	OR2I8P~withdrawn
OR2I9P~withdrawn	OR2I9P~withdrawn
OR2J1	OR2J1
OR2J1	OR6-5
OR2J1	dJ80I19.2
OR2J1	hs6M1-4
OR2J2	OR2J2
OR2J2	OR6-8
OR2J2	dJ80I19.4
OR2J2	hs6M1-6
OR2J3	OR2J3
OR2J3	OR6-6
OR2J4P	OR2J4P
OR2J4P	OR6-9
OR2J4P	dJ80I19.5
OR2J4P	hs6M1-5
OR2K1~withdrawn	OR2K1~withdrawn
OR2K2	HSHTPCRH06
OR2K2	HTPCRH06
OR2K2	OR2K2
OR2L11~withdrawn	OR2L11~withdrawn
OR2L12~withdrawn	OR2L12~withdrawn
OR2L13	OR2L13
OR2L14~withdrawn	OR2L14~withdrawn
OR2L1P	HSHTPCRX02
OR2L1P	HTPCRX02
OR2L1P	OR2L1P
OR2L2	HSHTPCRH07
OR2L2	HTPCRH07
OR2L2	OR2L2
OR2L3	OR2L3
OR2L4P~withdrawn	OR2L4P~withdrawn
OR2L5	OR2L5
OR2L6P	OR2L6P
OR2L7P~withdrawn	OR2L7P~withdrawn
OR2L8	OR2L8
OR2L9P	OR2L9P
OR2M1P	OR2M1P
OR2M1P	OST037
OR2M2	OR2M2
OR2M2	OR2M2Q
OR2M2	OST423
OR2M2Q	OR2M2
OR2M3	OR2M3
OR2M3	OST003
OR2M4	HSHTPCRX18
OR2M4	HTPCRX18
OR2M4	OR2M4
OR2M4	OST710
OR2M4	TPCR100
OR2M5	OR2M5
OR2M6~withdrawn	OR2M6~withdrawn
OR2M7	OR2M7
OR2N1P	OR2N1P
OR2N1P	OR6-7
OR2P1P	OR2P1P
OR2P1P	hs6M1-26
OR2Q1P	OR2Q1P
OR2Q1P	OR7-2
OR2R1P	OR2R1P
OR2R1P	OST058
OR2S1P	OR2S1P
OR2S1P	OST611
OR2S2	OR2S2
OR2T1	OR1-25
OR2T1	OR2T1
OR2T10	OR2T10
OR2T11	OR2T11
OR2T11	OR2T11Q
OR2T11Q	OR2T11
OR2T12	OR2T12
OR2T2	OR2T2
OR2T27	OR2T27
OR2T29	OR2T29
OR2T3	OR2T3
OR2T32P	OR2T32P
OR2T33	OR2T33
OR2T34	OR2T34
OR2T35	OR2T35
OR2T4	OR2T4
OR2T4	OR2T4Q
OR2T4Q	OR2T4
OR2T5	OR2T5
OR2T6	OR2T6
OR2T6	OST703
OR2T7	OR2T7
OR2T7	OST723
OR2T8	OR2T8
OR2T9~withdrawn	OR2T9~withdrawn
OR2U1P	OR2U1P
OR2U1P	hs6M1-24
OR2U2P	OR2U2P
OR2U2P	hs6M1-23
OR2V1	OR2V1
OR2V1	OST265
OR2V2	OR2V2
OR2V2	OST713
OR2V3~withdrawn	OR2V3~withdrawn
OR2W1	OR2W1
OR2W1	hs6M1-15
OR2W2P	OR2W2P
OR2W2P	hs6M1-30P
OR2W3	OR2W3
OR2W3	OST718
OR2W4P	OR2W4P
OR2W5	OR2W5
OR2W5	OST722
OR2W6P	OR2W6P
OR2W7P~withdrawn	OR2W7P~withdrawn
OR2W8P~withdrawn	OR2W8P~withdrawn
OR2X1P	OR2X1P
OR2Y1	OR2Y1
OR2Z1	OR2Z1
OR2Z2~withdrawn	OR2Z2~withdrawn
OR3-142	OR7E53P
OR3-143	OR7E53P
OR3-144	OR5B1P
OR3-145	OR1F1
OR3.2	OR7E55P
OR3.3	OR7E66P
OR3.6	OR7E22P
OR3A1	OLFRA03
OR3A1	OR17-40
OR3A1	OR3A1
OR3A1	OR40
OR3A2	OLFRA04
OR3A2	OR17-228
OR3A2	OR228
OR3A2	OR3A2
OR3A3	OR17-137
OR3A3	OR17-16
OR3A3	OR17-201
OR3A3	OR3A3
OR3A4P	OR3A4P
OR3A4~withdrawn	OR3A4~withdrawn
OR3A5P	OLFRA06
OR3A5P	OR17-25
OR3A5P	OR25
OR3A5P	OR3A5P
OR3A5P	RP11-64J4.6-001
OR3A6~withdrawn	OR3A6~withdrawn
OR3A7~withdrawn	OR3A7~withdrawn
OR3A8P~withdrawn	OR3A8P~withdrawn
OR3B1P	OR3B1P
OR3D1P	OR3D1P
OR3DG	OR7E66P
OR4-114	OR4H6P
OR4-115	OR4H6P
OR4-116	OR7E43P
OR4-119	OR4H6P
OR40	OR3A1
OR4A10P	OR4A10P
OR4A11P	OR4A11P
OR4A12P	OR4A12P
OR4A13P	OR4A13P
OR4A14P	OR4A14P
OR4A15	OR4A15
OR4A16	OR4A16
OR4A16	OR4A16Q
OR4A16Q	OR4A16
OR4A17P	OR4A17P
OR4A18P	OR4A18P
OR4A19P	OR4A19P
OR4A1P	OR11-30
OR4A1P	OR4A1P
OR4A20P~withdrawn	OR4A20P~withdrawn
OR4A21P	OR4A21P
OR4A22P~withdrawn	OR4A22P~withdrawn
OR4A25P~withdrawn	OR4A25P~withdrawn
OR4A2P	OR4A2P
OR4A3P	OR4A3P
OR4A40P	OR4A40P
OR4A41P	OR4A41P
OR4A42P	OR4A42P
OR4A43P	OR4A43P
OR4A44P	OR4A44P
OR4A45P	OR4A45P
OR4A46P	OR4A46P
OR4A47	OR4A47
OR4A48P	OR4A48P
OR4A49P	OR4A49P
OR4A4P	OR4A4P
OR4A5	OR4A5
OR4A50P	OR4A50P
OR4A6P	OR4A6P
OR4A7P	OR4A7P
OR4A8P	OR4A8P
OR4A9P	OR4A9P
OR4B1	OR4B1
OR4B1	OST208
OR4B2P	OR4B2P
OR4B2P	hg449
OR4C10P	OR4C10P
OR4C11	OR4C11
OR4C12	OR4C12
OR4C13	OR4C13
OR4C14P	OR4C14P
OR4C15	OR4C15
OR4C16	OR4C16
OR4C17P~withdrawn	OR4C17P~withdrawn
OR4C1P	HSHTPCRX11
OR4C1P	HTPCRX11
OR4C1P	OR4C1P
OR4C2P	OR4C2P
OR4C3	OR4C3
OR4C45	OR4C45
OR4C46	OR4C46
OR4C47P	OR4C4P
OR4C48P	OR4C48P
OR4C49P	OR4C49P
OR4C4P	OR4C47P
OR4C4P	OR4C4P
OR4C5	OR4C5
OR4C5	OR4C5Q
OR4C50P	OR4C50P
OR4C5Q	OR4C5
OR4C6	OR4C6
OR4C7P	OR4C7P
OR4C8P~withdrawn	OR4C8P~withdrawn
OR4C9P	OR4C9P
OR4D1	OR4D1
OR4D1	TPCR16
OR4D10	OR4D10
OR4D10	OST711
OR4D11	OR4D11
OR4D12P	OR4D12P
OR4D2	OR4D2
OR4D3~withdrawn	OR4D3~withdrawn
OR4D4P~withdrawn	OR4D4P~withdrawn
OR4D5	OR4D5
OR4D6	OR4D6
OR4D7P	OR4D7P
OR4D7P	OST724
OR4D8P	OR4D8P
OR4D9	OR4D9
OR4DG	OR7E21P
OR4E1	OR4E1
OR4E2	OR4E2
OR4F10~withdrawn	OR4F10~withdrawn
OR4F11P~withdrawn	OR4F11P~withdrawn
OR4F12~withdrawn	OR4F12~withdrawn
OR4F13P	OR4F13P
OR4F14P	OR4F14P
OR4F15	OR4F15
OR4F16	OR4F16
OR4F17	OR4F17
OR4F18	OR4F4
OR4F18~withdrawn	OR4F18~withdrawn
OR4F19~withdrawn	OR4F19~withdrawn
OR4F1P	HSDJ0609N19
OR4F1P	OR4F1P
OR4F1~withdrawn	OR4F1~withdrawn
OR4F2	OR4F2P
OR4F20P~withdrawn	OR4F20P~withdrawn
OR4F21	OR4F21
OR4F28P	OR4F28P
OR4F29	OR4F29
OR4F2P	OR4F2
OR4F2P	OR4F2P
OR4F2P	S191N21
OR4F2P	hs6M1-11
OR4F3	OR4F3
OR4F4	OR4F18
OR4F4	OR4F4
OR4F5	OR4F5
OR4F6	OR4F6
OR4F7P	OR4F7P
OR4F8P	OR4F8P
OR4F9P~withdrawn	OR4F9P~withdrawn
OR4G11P	OR4G11P
OR4G1P	OLB
OR4G1P	OR4G1P
OR4G2P	OR4G2P
OR4G3P	OLC
OR4G3P	OLC-7501
OR4G3P	OR4G3P
OR4G4P	OR4G4P
OR4G5P~withdrawn	OR4G5P~withdrawn
OR4G6P	OR4G6P
OR4G7P~withdrawn	OR4G7P~withdrawn
OR4G8P~withdrawn	OR4G8P~withdrawn
OR4H10P~withdrawn	OR4H10P~withdrawn
OR4H11P~withdrawn	OR4H11P~withdrawn
OR4H12P	C14orf14
OR4H12P	OR4H12P
OR4H1P~withdrawn	OR4H1P~withdrawn
OR4H2P~withdrawn	OR4H2P~withdrawn
OR4H3P~withdrawn	OR4H3P~withdrawn
OR4H4P~withdrawn	OR4H4P~withdrawn
OR4H5P~withdrawn	OR4H5P~withdrawn
OR4H6	OR4H6P
OR4H6P	OR14-58
OR4H6P	OR15-69
OR4H6P	OR15-71
OR4H6P	OR15-80
OR4H6P	OR15-81
OR4H6P	OR15-82
OR4H6P	OR4-114
OR4H6P	OR4-115
OR4H6P	OR4-119
OR4H6P	OR4H6
OR4H6P	OR4H6P
OR4H6P	OR4H9
OR4H6P	OR5-39
OR4H6P	OR5-84
OR4H7P~withdrawn	OR4H7P~withdrawn
OR4H8P~withdrawn	OR4H8P~withdrawn
OR4H9	OR4H6P
OR4H9P~withdrawn	OR4H9P~withdrawn
OR4K1	OR4K1
OR4K10P~withdrawn	OR4K10P~withdrawn
OR4K11P	OR21-1
OR4K11P	OR4K11P
OR4K12P	OR21-2
OR4K12P	OR4K12P
OR4K13	OR4K13
OR4K14	OR4K14
OR4K15	OR4K15
OR4K15	OR4K15Q
OR4K15Q	OR4K15
OR4K16P	OR4K16P
OR4K17	OR4K17
OR4K2	OR4K2
OR4K3	OR4K3
OR4K4P	OR4K4P
OR4K5	OR4K5
OR4K6P	OR4K6P
OR4K7P	OR4K7P
OR4K8P	OR4K8P
OR4K9P~withdrawn	OR4K9P~withdrawn
OR4L1	OR4L1
OR4L2P~withdrawn	OR4L2P~withdrawn
OR4M1	OR4M1
OR4M2	OR4M2
OR4N1P	OR4N1P
OR4N2	OR4N2
OR4N3P	OR4N3P
OR4N4	OR4N4
OR4N5	OR4N5
OR4P1P	OR4P1P
OR4P2P~withdrawn	OR4P2P~withdrawn
OR4P3P~withdrawn	OR4P3P~withdrawn
OR4P4	OR4P4
OR4Q1P	OR4Q1P
OR4Q2	OR4Q2
OR4Q3	C14orf13
OR4Q3	OR4Q3
OR4Q4~withdrawn	OR4Q4~withdrawn
OR4R1P	OR4R1P
OR4R2P	OR4R2P
OR4R3P	OR4R3P
OR4S1	OR4S1
OR4S2	OR4S2
OR4S2	OST725
OR4T1P	OR4T1P
OR4U1P	OR4U1P
OR4V1P	OR4V1P
OR4W1P	OR4W1P
OR4X1	OR4X1
OR4X2	OR4X2
OR4X7P	OR4X7P
OR5-39	OR4H6P
OR5-40	OR2B6
OR5-41	OR2B6
OR5-84	OR4H6P
OR51A10P	OR51A10P
OR51A11P~withdrawn	OR51A11P~withdrawn
OR51A12~withdrawn	OR51A12~withdrawn
OR51A13~withdrawn	OR51A13~withdrawn
OR51A1P	OR51A1P
OR51A2	OR51A2
OR51A3P	OR51A3P
OR51A4	OR51A4
OR51A5P	OR51A5P
OR51A6P	OR51A6P
OR51A7	OR51A7
OR51A8P	OR51A8P
OR51A9P	OR51A9P
OR51AB1P	OR51AB1P
OR51B1P~withdrawn	OR51B1P~withdrawn
OR51B2	OR51B2
OR51B3P	OR51B3P
OR51B4	OR51B4
OR51B5	OR51B5
OR51B6	OR51B6
OR51B8P	OR51B8P
OR51C1P	OR51C1P
OR51C1P	OST734
OR51C2P~withdrawn	OR51C2P~withdrawn
OR51C3P~withdrawn	OR51C3P~withdrawn
OR51C4P	OR51C4P
OR51D1	OR51D1
OR51D1	OR51D1Q
OR51D1Q	OR51D1
OR51E1	GPR136
OR51E1	OR51E1
OR51E2	OR51E2
OR51E2	PSGR
OR51E3P~withdrawn	OR51E3P~withdrawn
OR51F1	OR51F1
OR51F2	OR51F2
OR51F3P	OR51F3P
OR51F4P	OR51F4P
OR51F5P	OR51F5P
OR51G1	OR51G1
OR51G2	OR51G2
OR51G3P~withdrawn	OR51G3P~withdrawn
OR51H1P	OR51H1P
OR51H2P	OR51H2P
OR51I1	OR51I1
OR51I2	OR51I2
OR51J1	OR51J1
OR51J2~withdrawn	OR51J2~withdrawn
OR51K1P	OR51K1P
OR51L1	OR51L1
OR51M1	OR51M1
OR51N1P	OR51N1P
OR51P1P	OR51P1P
OR51P2P~withdrawn	OR51P2P~withdrawn
OR51Q1	OR51Q1
OR51R1P	OR51R1P
OR51S1	OR51S1
OR51T1	OR51T1
OR51V1	OR51V1
OR52A1	HPFH1OR
OR52A1	OR52A1
OR52A2~withdrawn	OR52A2~withdrawn
OR52A3P~withdrawn	OR52A3P~withdrawn
OR52A4	OR52A4
OR52A5	OR52A5
OR52B1P	OR52B1P
OR52B2	OR52B2
OR52B3P	OR52B3P
OR52B4	OR52B4
OR52B5P	OR52B5P
OR52B6	OR52B6
OR52D1	OR52D1
OR52E1	OR52E1
OR52E2	OR52E2
OR52E3P	OR52E3P
OR52E4	OR52E4
OR52E5	OR52E5
OR52E6	OR52E6
OR52E7P	OR52E7P
OR52E8	OR52E8
OR52H1	OR52H1
OR52H2P	OR52H2P
OR52I1	OR52I1
OR52I2	OR52I2
OR52J1P	OR52J1P
OR52J2P	OR52J2P
OR52J3	OR52J3
OR52J4P~withdrawn	OR52J4P~withdrawn
OR52K1	OR52K1
OR52K2	OR52K2
OR52K3P	OR52K3P
OR52L1	OR52L1
OR52L2P	OR52L2P
OR52M1	OR52M1
OR52M2P	OR52M2P
OR52M3P~withdrawn	OR52M3P~withdrawn
OR52M4~withdrawn	OR52M4~withdrawn
OR52N1	OR52N1
OR52N2	OR52N2
OR52N3P	OR52N3P
OR52N4	OR52N4
OR52N5	OR52N5
OR52N5	OR52N5Q
OR52N5Q	OR52N5
OR52P1P	OR52P1P
OR52P2P	OR52P2P
OR52Q1P	OR52Q1P
OR52R1	OR52R1
OR52S1P	OR52S1P
OR52T1P	OR52T1P
OR52U1P	OR52U1P
OR52V1P	OR52V1P
OR52W1	OR52W1
OR52X1P	OR52X1P
OR52Y1P	OR52Y1P
OR52Y2P~withdrawn	OR52Y2P~withdrawn
OR52Z1	OR52Z1
OR55B1P	OR55B1P
OR55B2P~withdrawn	OR55B2P~withdrawn
OR55C1P~withdrawn	OR55C1P~withdrawn
OR56A1	OR56A1
OR56A2P~withdrawn	OR56A2P~withdrawn
OR56A3	OR56A3
OR56A4	OR56A4
OR56A5	OR56A5
OR56A6~withdrawn	OR56A6~withdrawn
OR56A7P	OR56A7P
OR56B1	OR56B1
OR56B2P	OR56B2P
OR56B3P	OR56B3P
OR56B4	OR56B4
OR5A1	OR5A1
OR5A1	OST181
OR5A2	OR5A2
OR5AC1	OR5AC1
OR5AC2	HSA1
OR5AC2	OR5AC2
OR5AC4P	OR5AC4P
OR5AH1P	OR5AH1P
OR5AK1P	OR5AK1P
OR5AK2	OR5AK2
OR5AK3P	OR5AK3P
OR5AK4P	OR5AK4P
OR5AK5P~withdrawn	OR5AK5P~withdrawn
OR5AL1	OR5AL1
OR5AL2P	OR5AL2P
OR5AM1P	OR5AM1P
OR5AN1	OR5AN1
OR5AN2P	OR5AN2P
OR5AO1P	OR5AO1P
OR5AP1P	OR5AP1P
OR5AP2	OR5AP2
OR5AQ1P	OR5AQ1P
OR5AR1	OR5AR1
OR5AS1	OR5AS1
OR5AU1	OR5AU1
OR5AW1P	OR5AW1P
OR5AZ1P	OR5AZ1P
OR5B10P	OR13-34
OR5B10P	OR13-64
OR5B10P	OR13-67
OR5B10P	OR5B10P
OR5B11P~withdrawn	OR5B11P~withdrawn
OR5B12	OR5B12
OR5B12	OST743
OR5B13~withdrawn	OR5B13~withdrawn
OR5B14P~withdrawn	OR5B14P~withdrawn
OR5B15P	OR5B15P
OR5B16~withdrawn	OR5B16~withdrawn
OR5B17	OR5B17
OR5B18P~withdrawn	OR5B18P~withdrawn
OR5B19P	OR5B19P
OR5B1P	OR3-144
OR5B1P	OR5B1P
OR5B1P	OR6-55
OR5B1P	OR6-57
OR5B1P	OR8-122
OR5B1P	OR8-123
OR5B1P	OR912-92
OR5B2	OR5B2
OR5B2	OST073
OR5B20P~withdrawn	OR5B20P~withdrawn
OR5B21	OR5B21
OR5B3	OR5B3
OR5B3	OST129
OR5B4P~withdrawn	OR5B4P~withdrawn
OR5B5P~withdrawn	OR5B5P~withdrawn
OR5B6P~withdrawn	OR5B6P~withdrawn
OR5B7P~withdrawn	OR5B7P~withdrawn
OR5B8P~withdrawn	OR5B8P~withdrawn
OR5B9P~withdrawn	OR5B9P~withdrawn
OR5BA1P	OR5BA1P
OR5BB1P	OR5BB1P
OR5BC1P	OR5BC1P
OR5BD1P	OR5BD1P
OR5BE1P	OR5BE1P
OR5BG1P~withdrawn	OR5BG1P~withdrawn
OR5BH1P	OR5BH1P
OR5BH2P~withdrawn	OR5BH2P~withdrawn
OR5BJ1P	OR5BJ1P
OR5BJ1P	OST740
OR5BK1P	OR5BK1P
OR5BL1P	OR5BL1P
OR5BM1P	OR5BM1P
OR5BN1P	OR5BN1P
OR5BN2P	OR5BN2P
OR5BP1P	OR5BP1P
OR5BQ1P	OR5BQ1P
OR5BQ2P~withdrawn	OR5BQ2P~withdrawn
OR5BR1P	OR5BR1P
OR5BS1P	OR5BS1P
OR5BT1P	OR5BT1P
OR5C1	OR5C1
OR5C1	OR9-F
OR5C1	hRPK-465_F_21
OR5C2P~withdrawn	OR5C2P~withdrawn
OR5D10P~withdrawn	OR5D10P~withdrawn
OR5D11P~withdrawn	OR5D11P~withdrawn
OR5D12P~withdrawn	OR5D12P~withdrawn
OR5D13	OR5D13
OR5D14	OR5D14
OR5D15P	OR5D15P
OR5D16	OR5D16
OR5D17P	OR5D17P
OR5D18	OR5D18
OR5D1P~withdrawn	OR5D1P~withdrawn
OR5D2P	OR11-7a
OR5D2P	OR18-17
OR5D2P	OR18-42
OR5D2P	OR18-43
OR5D2P	OR18-44
OR5D2P	OR5D2P
OR5D2P	OR8-125
OR5D2P	OR8-127
OR5D2P	OR912-47
OR5D2P	OR912-91
OR5D2P	OR912-94
OR5D2P	R5D9P
OR5D3P	OR11-8b
OR5D3P	OR11-8c
OR5D3P	OR5D3P
OR5D3~withdrawn	OR5D3~withdrawn
OR5D4~withdrawn	OR5D4~withdrawn
OR5D5P~withdrawn	OR5D5P~withdrawn
OR5D6P~withdrawn	OR5D6P~withdrawn
OR5D7P~withdrawn	OR5D7P~withdrawn
OR5D8P~withdrawn	OR5D8P~withdrawn
OR5E1P	HSTPCR24
OR5E1P	OR5E1P
OR5E1P	TPCR24
OR5F1	OR11-10
OR5F1	OR5F1
OR5F2P	OR5F2P
OR5G1P	OR11-104
OR5G1P	OR5G1P
OR5G1P	OR93
OR5G2P~withdrawn	OR5G2P~withdrawn
OR5G3	OR5G3
OR5G4P	OR5G4P
OR5G5P	OR5G5P
OR5G6P~withdrawn	OR5G6P~withdrawn
OR5H1	HSHTPCRX14
OR5H1	HTPCRX14
OR5H1	OR5H1
OR5H14	OR5H14
OR5H15	OR5H15
OR5H2	OR5H2
OR5H3P	OR5H3P
OR5H4P	OR5H4P
OR5H5P	OR5H5P
OR5H6	OR5H6
OR5H7P	OR5H7P
OR5H8P	OR5H8P
OR5I1	HSOlf1
OR5I1	OLF1
OR5I1	OR5I1
OR5J1P	HTPCRH02
OR5J1P	OR5J1P
OR5J2	OR5J2
OR5J7P	OR5J7P
OR5K1	HSHTPCRX10
OR5K1	HTPCRX10
OR5K1	OR5K1
OR5K2	OR5K2
OR5K3	OR5K3
OR5K4	OR5K4
OR5L1	OR5L1
OR5L1	OST262
OR5L2	HSHTPCRX16
OR5L2	HTPCRX16
OR5L2	OR5L2
OR5M1	OR5M1
OR5M1	OST050
OR5M10	OR5M10
OR5M11	OR11-199
OR5M11	OR5M11
OR5M12P	OR5M12P
OR5M13P	OR5M13P
OR5M14P	OR5M14P
OR5M15P~withdrawn	OR5M15P~withdrawn
OR5M2P	OR5M2P
OR5M3	OR5M3
OR5M4P	OR5M4P
OR5M5P	OR5M5P
OR5M6P	OR5M6P
OR5M7P	OR5M7P
OR5M8	OR5M8
OR5M9	OR5M9
OR5P1P	OR5P1P
OR5P2	JCG3
OR5P2	OR5P2
OR5P3	JCG1
OR5P3	OR5P3
OR5P4P	OR5P4P
OR5P4P	OST730
OR5R1	OR5R1
OR5S1P	OR5S1P
OR5T1	OR5T1
OR5T2	OR5T2
OR5T3	OR5T3
OR5T3	OR5T3Q
OR5T3Q	OR5T3
OR5V1	OR5V1
OR5V1	hs6M1-21
OR5W1P	OR5W1P
OR5W2	OR5W2
OR5W3P~withdrawn	OR5W3P~withdrawn
OR6-1	OR2B2
OR6-2	OR2H1
OR6-3	OR2H4P
OR6-31	OR2B6
OR6-4	OR2B3
OR6-5	OR2J1
OR6-55	OR5B1P
OR6-57	OR5B1P
OR6-6	OR2J3
OR6-7	OR2N1P
OR6-8	OR2J2
OR6-9	OR2J4P
OR6A1~withdrawn	OR6A1~withdrawn
OR6A2	OR11-55
OR6A2	OR6A2
OR6B1	OR6B1
OR6B1	OR7-3
OR6B2	OR6B2
OR6B3	OR6B3
OR6B3	OR6B3Q
OR6B3Q	OR6B3
OR6C1	OR6C1
OR6C1	OST267
OR6C2	OR6C2
OR6C2	OR6C67
OR6C3	OR6C3
OR6C3	OST709
OR6C4	OR6C4
OR6C5P	OR6C5P
OR6C6	OR6C6
OR6C64P	OR6C64P
OR6C65	OR6C65
OR6C66P	OR6C66P
OR6C67	OR6C2
OR6C68	OR6C68
OR6C69P	OR6C69P
OR6C70	OR6C70
OR6C71P	OR6C71P
OR6C72P	OR6C72P
OR6C73P	OR6C73P
OR6C74	OR6C74
OR6C75	OR6C75
OR6C76	OR6C76
OR6C7P	OR6C7P
OR6D1P	OR6D1P
OR6D2P~withdrawn	OR6D2P~withdrawn
OR6DG	OR7E22P
OR6E1P	OR6E1P
OR6F1	OR6F1
OR6F1	OST731
OR6J1	OR6J1
OR6J2~withdrawn	OR6J2~withdrawn
OR6K1P	OR6K1P
OR6K2	OR6K2
OR6K3	OR6K3
OR6K4P	OR6K4P
OR6K5P	OR6K5P
OR6K6	OR6K6
OR6L1P	OR6L1P
OR6L2P	OR6L2P
OR6M1	OR6M1
OR6M2P	OR6M2P
OR6M3P	OR6M3P
OR6N1	OR6N1
OR6N2	OR6N2
OR6P1	OR6P1
OR6Q1	OR6Q1
OR6R1P	OR6R1P
OR6R2P	OR6R2P
OR6S1	OR6S1
OR6S1	OR6S1Q
OR6S1Q	OR6S1
OR6T1	OR6T1
OR6U1P~withdrawn	OR6U1P~withdrawn
OR6U2P	OR6U2P
OR6V1	GPR138
OR6V1	OR6V1
OR6W1P	OR6W1P
OR6W1P	sdolf
OR6X1	OR6X1
OR6Y1	OR6Y1
OR6Y2~withdrawn	OR6Y2~withdrawn
OR7-1	OR2F2
OR7-138	OR2A5
OR7-139	OR2F1
OR7-140	OR2F1
OR7-141	OR2A5
OR7-2	OR2Q1P
OR7-3	OR6B1
OR7A10	OR7A10
OR7A11P	OR7A11P
OR7A11P	OST527
OR7A12P~withdrawn	OR7A12P~withdrawn
OR7A13P~withdrawn	OR7A13P~withdrawn
OR7A14P~withdrawn	OR7A14P~withdrawn
OR7A15P	OR19-1
OR7A15P	OR19-134
OR7A15P	OR19-146
OR7A15P	OR7A15P
OR7A16P~withdrawn	OR7A16P~withdrawn
OR7A17	HTPCRX19
OR7A17	OR7A17
OR7A18P	OR7A18P
OR7A19P	OR7A19P
OR7A1P	OLF4p
OR7A1P	OR19-3
OR7A1P	OR7A1P
OR7A1P	hg513
OR7A20P~withdrawn	OR7A20P~withdrawn
OR7A2P	OLF4p
OR7A2P	OR19-18
OR7A2P	OR7A2P
OR7A2P	hg1003
OR7A2~withdrawn	OR7A2~withdrawn
OR7A3P	OR11-7b
OR7A3P	OR14-11
OR7A3P	OR14-59
OR7A3P	OR19-12
OR7A3P	OR7A3P
OR7A4P~withdrawn	OR7A4P~withdrawn
OR7A5	HTPCR2
OR7A5	OR7A5
OR7A6P~withdrawn	OR7A6P~withdrawn
OR7A8P	HG83
OR7A8P	OR19-11
OR7A8P	OR7A8P
OR7A8P	OST042
OR7A9P~withdrawn	OR7A9P~withdrawn
OR7C1	OR19-5
OR7C1	OR7C1
OR7C2	OR19-18
OR7C2	OR7C2
OR7C3~withdrawn	OR7C3~withdrawn
OR7C4~withdrawn	OR7C4~withdrawn
OR7D11P	OR7D11P
OR7D1P	OR19-A
OR7D1P	OR7D1P
OR7D2	FLJ38149
OR7D2	HTPCRH03
OR7D2	OR19-4
OR7D2	OR7D2
OR7D3P~withdrawn	OR7D3P~withdrawn
OR7D4	OR19-B
OR7D4	OR7D4
OR7D4	hg105
OR7E100P	OR7E100P
OR7E101P	OR7E101P
OR7E102P	OR7E102P
OR7E103P~withdrawn	OR7E103P~withdrawn
OR7E104P	OR7E104P
OR7E105P	OR7E105P
OR7E106P	OR7E106P
OR7E106P	OST215
OR7E107P~withdrawn	OR7E107P~withdrawn
OR7E108P	OR7E108P
OR7E108P	OST726
OR7E109P	OR7E109P
OR7E109P	OST721
OR7E10P	OR11-1
OR7E10P	OR7E10P
OR7E110P	OR7E110P
OR7E110P	OR912-108
OR7E110P	OR912-109
OR7E110P	OR912-110
OR7E110P	OR912-46
OR7E110P	hg523
OR7E110P	hg674
OR7E111P	OR7E111P
OR7E112P~withdrawn	OR7E112P~withdrawn
OR7E113P~withdrawn	OR7E113P~withdrawn
OR7E114P~withdrawn	OR7E114P~withdrawn
OR7E115P	OR7E115P
OR7E115P	OST704
OR7E116P	OR7E116P
OR7E116P	OST733
OR7E117P	OR7E117P
OR7E117P	OST716
OR7E118P~withdrawn	OR7E118P~withdrawn
OR7E119P~withdrawn	OR7E119P~withdrawn
OR7E11P	OR11-2
OR7E11P	OR7E11P
OR7E120~withdrawn	OR7E120~withdrawn
OR7E121P	OR7E121P
OR7E122P	OR7E122P
OR7E122P	OST719
OR7E123P~withdrawn	OR7E123P~withdrawn
OR7E124P~withdrawn	OR7E124P~withdrawn
OR7E125P	OR7E125P
OR7E125P	PJCG6
OR7E126P	OR11-1
OR7E126P	OR7E126P
OR7E126P	hg500
OR7E127P~withdrawn	OR7E127P~withdrawn
OR7E128P	OR7E128P
OR7E129P	OR7E129P
OR7E12P	OR11-3
OR7E12P	OR7E12P
OR7E130P	OR7E130P
OR7E130P	OST702
OR7E131P~withdrawn	OR7E131P~withdrawn
